Timestamp,SF ID of the candidate whose project is being reviewed,GitHub repo link under review,Is the GitHub link provided proper?,Folder structure is inline with the MiniProject template,"GitHub actions are added and are working for Build (Windows + Linux), Analysis, Unit testing",Clone and build works on Linux and Windows,High level and low level requirements are captured clearly with SWAT analysis,Design of the project is captured clearly with UML diagrams,Test plan captures Integration and unit test plans to test all the requirements,Multi function and Mutifile Approach is followed in the implementation of code,Number of Unit test cases written in total,Code is commented in Doxygen style and can generate document,"Makefile is written to build (Windows +Linux), Test unit test cases, Analyze(Static + Dynamic), Code Coverage ",Code is implemented using best practices [Comments are added for each function],"Code is implemented using best practices [Meaningful names for variables, functions and files]",Code is implemented using best practices [Dynamic memory is freed after use],"Code is implemented using best practices [Typedef used for enums, structures and function pointers]",Code is implemented using best practices [Structures used are passed to functions by pointers],Code is implemented using best practices [Use of function pointers],Code is implemented using best practices [Unit test cases to test all the written code - Code coverage],Overall Concepts/Elements/Components that you like about this project,Any other comments,Overall Concepts/Elements/Components that needs improvement in this project
15-04-2021 16:07,263849,https://github.com/NGayathri4446/lnt_mini.git,Yes,Some folders are missing,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,repository is empty,,should start the work immediately
15-04-2021 16:07,260031,https://github.com/shubh-77/LnT_Mini_Project.git,Yes,Yes,Errors are shown,Yes,Yes,Yes,Yes,Needs improvements,3,Need improvement,Yes,Need improvement,Implemented correctly,Implemented correctly,Need improvement,Implemented correctly,No,Need improvement,-,-,can split all the features/functions as separate files.
15-04-2021 16:07,265457,https://github.com/Sangamjain/LTTS-mini-project-1.git,No,Some folders are missing,No,No,No,No,No,No,0,No,No,No,Implemented correctly,No,No,No,No,No,Came up with a good idea. Need improvements,The github link was not proper and I mentioned the correct one in this google form.,Need to improve a lot. It takes time as everyone are new to this format. Working or not is secondary but  atleast we need to try to implement. Keep going.
15-04-2021 16:08,260245,https://github.com/VinayakKeshavKatigar/stepin-management-.git,Yes,No,Errors are shown,Errors during compilation,No,No,Needs improvements,Needs improvements,1,No,Need improvement,No,Implemented correctly,No,Need improvement,Need improvement,Implemented correctly,Need improvement,Step in record management is a very nice initiative since it is the currently being attend by freshers and this record can organize the records of the fresh employee,no,This code is not aligned properly since it as more case and statement it should have been more multi file type code. 
15-04-2021 16:08,265101,https://github.com/Hanumanth-Reddy/ltts-miniproject,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,19,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Good,,Everything is excellent. 
15-04-2021 16:08,256145,"	https://github.com/ayushiag882/LnT__Mini__Project",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Everything is good,none,none
15-04-2021 16:09,291318,https://github.com/Shivansh-db/AppliedSDLC_Template.git,Yes,Yes,Yes,Errors during compilation,Yes,Yes,Yes,Yes,1,Need improvement,Need improvement,Implemented correctly,Need improvement,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,good. almost all work done,,there are some failures which can be improved
15-04-2021 16:09,291328,https://github.com/ShwetaGuptaa/LTTS_miniProject_291328.git,Yes,Yes,No,Yes,No,No,Needs improvements,No,4,Need improvement,Need improvement,No,Implemented correctly,No,Need improvement,Need improvement,No,No,Operations on Scientific Calculator,,Need to implement and build more functionalities according to template
15-04-2021 16:09,259902,https://github.com/AchuthaVVyas/ltts-STEPin-Miniproject-259902.git,Yes,Some folders are missing,No,Makefile to build on both OS is missing,No,No,No,No,Not yet started the project. Thus number of test cases would be Zero(0).,No,No,No,No,No,No,No,No,No,"Not yet started the project, I would recommend her to start working immediately. ",,"Once the peer starts working on Github, I would ensure that, she herself can resolve issues, and become friendly in using this platform. Thus I kindly request my peer to start and accomplish tasks as much as possible."
15-04-2021 16:09,260010,https://github.com/AdityaBakshi5/Mini_Project_LTTS.git,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Needs improvements,3,Yes,No,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Health n Fitness concept.,,NA
15-04-2021 16:09,264011,https://github.com/mufnas2017/Hang-Man,Yes,No,No,No,No,No,No,No,0,Need improvement,No,Implemented correctly,Implemented correctly,Implemented correctly,No,No,Implemented correctly,Need improvement,clean work done,,still in incomplete mode need to work on.
15-04-2021 16:09,257841,https://github.com/257841/Miniproject.git,Yes,Yes,Yes,Yes,Yes,Yes,Needs improvements,Needs improvements,0,Yes,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Good,Nothing,good
15-04-2021 16:10,265667,https://github.com/Manoj196/Project_265667.git,Yes,Some folders are missing,No,Makefile to build on both OS is missing,No,No,No,No,0,Yes,No,Need improvement,Need improvement,No,Need improvement,No,No,No,incompleted,,incomplete project
15-04-2021 16:10,259782,https://github.com/259782/Mini_Project.git,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5,Yes,Yes,Implemented correctly,Implemented correctly,Need improvement,Need improvement,Need improvement,Need improvement,Implemented correctly,Very well structured.,NA,NA
15-04-2021 16:10,259986,https://github.com/Aditiparmar19/STEPin-miniproject,Yes,Some folders are missing,No,Makefile to build on both OS is missing,No,No,No,Needs improvements,0,No,No,Implemented correctly,Implemented correctly,No,Need improvement,No,Need improvement,No,.,,"lot of concepts are needs  improvement , there is no makefile, no SWAT analysis, no UML diagrams."
15-04-2021 16:10,260943,https://github.com/sahithi111/260943.git,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,Link not working,,Link not working
15-04-2021 16:10,291988,https://github.com/RavaliSri/c_miniproject_lnt,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,No,Good,,Unit cases
15-04-2021 16:10,260794,"https://github.com/AbhishekKunwar17/LTTS_MiniProject	",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,it's very organised,,it is good
15-04-2021 16:10,259922,https://github.com/Aravinda-Harithsa/Railway-reservation-and-booking-management-system,Yes,Yes,No,Errors during compilation,No,Yes,No,No,4,No,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Need improvement,Need improvement,No,very organised and well structured,,SWOT Analysis is missing.
15-04-2021 16:10,264649,https://github.com/sivani1507/Mini-Project,Yes,Yes,Yes,Yes,Needs improvements,Needs improvements,Needs improvements,Yes,0,Yes,Need improvement,Need improvement,Implemented correctly,Implemented correctly,Need improvement,Implemented correctly,No,No,Idea of project,,needs some improvement
15-04-2021 16:10,258382,https://github.com/Mahima1199/L-T_stepin_258382_MahimaMalhotra,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,The repository is empty,,Empty repository
15-04-2021 16:10,264003,https://github.com/simranpriya/simran_LTTS_Mini_Project,Yes,Yes,Yes,Yes,No,No,No,Yes,1,Yes,Need improvement,Need improvement,Implemented correctly,No,No,No,No,Implemented correctly,"Well Written , The variable name is easy understtod ",No,"Unit testcase is not working in Github , and working fine in the windows ."
15-04-2021 16:10,261696,https://github.com/borramanojna/project.git,Yes,Some folders are missing,No,No,No,Needs improvements,Needs improvements,Needs improvements,1,Need improvement,No,Need improvement,Need improvement,Need improvement,Need improvement,Implemented correctly,Need improvement,No,"I like about the process giving name, password.",Good.,"need to improve in enumeration, typedef, pointer functions, make file, to write more test cases."
15-04-2021 16:11,261718,https://github.com/261718/Ltts_Miniproject.git,Yes,Yes,No,No,No,Needs improvements,No,No,0,No,No,No,No,No,No,No,No,No,Nothing,,Project is not complete
15-04-2021 16:11,255957,https://github.com/technocrat13/MiniProject_Template.git,Yes,Yes,No,No,No,No,No,Yes,0,Need improvement,No,No,No,No,No,No,No,No,-,,Needs improvement
15-04-2021 16:11,256210,https://github.com/Volla-Jayanth/MIni-Project.git,Yes,Some folders are missing,Yes,Yes,No,No,No,Yes,0,No,No,No,Implemented correctly,No,No,No,Implemented correctly,No,Multi file structures,,Need to write comments
15-04-2021 16:11,258157,https://github.com/GanigaPreethu/Stepin_miniproject,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,30,Yes,Need improvement,Implemented correctly,Need improvement,No,Need improvement,Need improvement,Need improvement,Implemented correctly,the number of fuctios are more which is good,,"use of pointers, stuct, enum can e recommeded."
15-04-2021 16:11,258301,https://github.com/SajanSethi/ltts-miniproject-258301,Yes,Yes,No,No,Yes,No,No,No,-,No,No,No,Implemented correctly,Implemented correctly,No,No,No,No,"Naming conventions of variables, Flowcharts",Please try to learn and implement multifile approach,"Multifile approach, testing and code coverage"
15-04-2021 16:11,264683,https://github.com/anasinikitha/Miniproject-LTTS.git,Yes,Yes,No,No,No,No,No,Yes,0,Yes,No,Implemented correctly,Implemented correctly,No,Implemented correctly,Need improvement,No,No,Multifile Approach,,"Unit Test Cases, UML Diagrams"
15-04-2021 16:12,256014,https://github.com/Shivam338/MiniProject,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0,Need improvement,No,Implemented correctly,Implemented correctly,No,No,No,No,No,Requirements and Design,,implementation has to be improved with proper documentation
15-04-2021 16:12,261722,https://github.com/kondaveti-deviram/Bus_Resevation_System,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,-,-,-
15-04-2021 16:12,266500,https://github.com/ReenuRitaPS/miniproject266500.git,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,nothing,nothing,nothing
15-04-2021 16:13,259085,https://github.com/259085AayushiiG/MinorProject,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,Repository is empty,,Repository is empty 
15-04-2021 16:13,265042,https://github.com/Chaitu2134/miniproject.git,Yes,Yes,No,No,No,No,No,Yes,0,No,No,No,Need improvement,No,Implemented correctly,No,No,Need improvement,Multi file approach and also the way name assigned to variables and functions make it more understandable.,NIL,Code should be commented in Doxygen style such that it can generate document 
15-04-2021 16:13,258138,https://github.com/pavanyadav007/Mini_Project.git,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,Nothing Implemented.,,NA
15-04-2021 16:13,258656,https://github.com/himanshusingh730/mensuration.git,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,repo is empty,,not yet started
15-04-2021 16:13,259858,https://github.com/Rahul7259/Miniproject.git,Yes,Some folders are missing,No,No,Yes,No,No,No,0,No,No,No,No,No,No,No,No,No,nothing,nothing is done,project should be completed
15-04-2021 16:13,259898,https://github.com/Raghavendraam219/mini-project.git,Yes,Some folders are missing,Errors are shown,No,No,Needs improvements,Needs improvements,No,1,No,Need improvement,Need improvement,Implemented correctly,No,Need improvement,Need improvement,No,Need improvement,This project has good idea of managing the contacts with the email id of the person which is unique and more helpfull,no,Multifile is missing need to be more organized
15-04-2021 16:13,267236,https://github.com/hrishik16/Mini_Project_Template.git,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0,Yes,No,No,Implemented correctly,Need improvement,No,Implemented correctly,Implemented correctly,No,Good project which can be used by the companies to keep the contact details of the employees,,Some more details could me added to make it a complete one
15-04-2021 16:14,263971,https://github.com/nikhiljose21/LTTS_Mini_Project.git,Yes,Some folders are missing,No,Makefile to build on both OS is missing,Needs improvements,Yes,No,Yes,6,Yes,Errors exist in makefile,No,Implemented correctly,No,Implemented correctly,No,No,Implemented correctly,Project is still not complete.,,"Comparatively simple implementation, using a few of the mentioned requirements like structures, pointers, enums, etc."
15-04-2021 16:14,293667,https://github.com/Yeswanth5/LTTS_miniproject/tree/main/2_Design,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,Missing files,,Missing files
15-04-2021 16:14,261696,https://github.com/borramanojna/project.git,Yes,Yes,No,Yes,Needs improvements,Needs improvements,Yes,Needs improvements,  ,Yes,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,Need improvement,Need improvement,Need improvement,Need improvement, ,,  
15-04-2021 16:14,258988,"	https://github.com/surajkumarr333/ltts_minor_project.git",No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,-,Project not yet stated,-
15-04-2021 16:14,295488,https://github.com/BhoomikaBharadwaj/bhoomikabharadwaj,Yes,Some folders are missing,No,Makefile to build on both OS is missing,Yes,Yes,Needs improvements,No,0,Need improvement,Need improvement,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,No,No,Need improvement,well written requirements and architecture design. Implementation of SWOT analysis is used correctly.,,The code is not upto the mark. Needs improvement and moreover need to use make file utility too to improve code.
15-04-2021 16:15,258990,no link,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,not yet decided,,not yet started
15-04-2021 16:15,264670,"https://github.com/saimadhurig/sai-madhuri-miniproject.git	",Yes,Yes,Yes,Yes,Needs improvements,Needs improvements,Needs improvements,Yes,3,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,very clean template,,there is no working project in the repo
15-04-2021 16:15,259820,https://github.com/DhyeyaPatel/Mini_Project.git,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Swot analysis and poster,no,nothing
15-04-2021 16:16,259990,https://github.com/rmjha99/Miniproject.git,Yes,Yes,Yes,Yes,No,No,No,Yes,2,No,Yes,No,Implemented correctly,Implemented correctly,No,Implemented correctly,Implemented correctly,Implemented correctly,code implementation,-,SWOT analysis and HIgh and low level requirements
15-04-2021 16:16,259865,https://github.com/Raghavendra-Handral/Mini-Project-259865-Code-Conversion.git,Yes,Yes,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,code not available,try to attach all the files before final review,add the code
15-04-2021 16:16,293667,https://github.com/Yeswanth5/LTTS_miniproject.git,Yes,Some folders are missing,No,No,No,Needs improvements,No,No,0,No,No,No,No,No,No,No,No,No,Gathering requirements,No,Has to improve a lot no code has been added and implemented
15-04-2021 16:16,256184,https://github.com/Chandru-crypted/Dark-Samurai-within.git,Yes,Yes,Yes,Yes,Needs improvements,Needs improvements,Yes,Needs improvements,4,Need improvement,Need improvement,Need improvement,Implemented correctly,Need improvement,No,No,No,Implemented correctly,Neatly done,,Documentation and uml diagrams needed
15-04-2021 16:16,265036,https://github.com/shubhamk09/STEPin_Mini_Project.git,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,No,Yes,No,Implemented correctly,Need improvement,Implemented correctly,No,No,No,this Program is used in the organisation to manage salary related task,no,testing
15-04-2021 16:16,258375,"https://github.com/hk199915/ltts-project-2021.git	",Yes,Yes,No,Makefile to build on both OS is missing,No,No,Yes,Yes,20,Yes,No,Implemented correctly,Implemented correctly,No,No,No,No,Implemented correctly,Implementation of test cases for all the functions and proper usage of variable for easy understanding of code.,,readme is incomplete. 
15-04-2021 16:16,259149,https://github.com/259149/lnt_mini_project,Yes,Some folders are missing,No,Makefile to build on both OS is missing,Yes,Yes,Needs improvements,No,He still need to implement it,Need improvement,Need improvement,Need improvement,Need improvement,No,Need improvement,No,No,Need improvement,Picking up a good conceptand trying to automate it,,Needs to complete his  project within deadline as lot of them is missing
15-04-2021 16:16,260303,https://github.com/vidyaakbar/Vidya-Akbar.git,Yes,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,na,, 
15-04-2021 16:16,259986,https://github.com/Aditiparmar19/STEPin-miniproject.git,Yes,Yes,No,No,No,No,No,No,0,No,No,Need improvement,Need improvement,No,No,No,No,No,The code was good but still need a lot of improvement.,,"Their are many things left to be implemented in the project and folder structure, multifile approach needs to be improved and makefile is not added yet."
15-04-2021 16:16,259893,https://github.com/SMIT17021/LTTS_MINI_-259893-/tree/master/3_Implementation/src,Yes,No,No,Yes,No,No,No,Yes,it is not compling,Yes,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,it is good ,,nice but needs imoprovement
15-04-2021 16:17,259947,https://github.com/waghtejashri/C_Project-Quiz--LTTS,Yes,Some folders are missing,Yes,Errors during compilation,Yes,Yes,Yes,Needs improvements,5,No,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,well organised,,none
15-04-2021 16:17,273563,https://github.com/MRAJDEEP10/StepIn_Mini_Project_273563.git,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Need improvement,Multifile Approach and Proper documentation,,-
15-04-2021 16:17,256298,https://github.com/BharaniSurya/miniproj_256298/blob/main/3_Implementation/project_main.c,Yes,Yes,Yes,Errors during compilation,Needs improvements,Yes,No,No,0,No,Yes,Need improvement,Implemented correctly,Need improvement,No,No,No,No,switch usage,,need unit test cases
15-04-2021 16:17,266454,https://github.com/Ramyabharathi-T/miniproject-Phonebook,Yes,Some folders are missing,No,Yes,No,No,No,Yes,1,Need improvement,Need improvement,Implemented correctly,Implemented correctly,No,Implemented correctly,Implemented correctly,Implemented correctly,Need improvement,implementation,,Have to implement all sdlc stages except implementation
15-04-2021 16:18,259159,https://github.com/259159/My-mini-project,Yes,Yes,No,No,No,Yes,No,No,0,Yes,Yes,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,If- else usage,,need unity test cases
15-04-2021 16:18,256633,not provided link,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,done nothing,no,haven't started the project
15-04-2021 16:18,280502,https://github.com/Vinay4119/Conversion-Cruncher.git,Yes,No,Yes,Yes,No,No,No,Yes,0,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,nice,,nice
15-04-2021 16:18,260848,https://github.com/manoharbrvara/Stepin_mini_project_LTTS.git,Yes,Yes,Yes,Yes,No,No,No,No,0,No,Need improvement,Implemented correctly,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Need improvement,The implementation of the project is very well written.,,None
15-04-2021 16:18,287533,https://github.com/lavanya-k19/QUICK-MEAL-ORDERING.git,Yes,No,Yes,Errors during compilation,No,No,No,No,1,No,No,No,No,No,No,No,No,No,Very good application ,,Needs more testing and multi file approach can be implemented
15-04-2021 16:18,264003,https://github.com/simranpriya/simran_LTTS_Mini_Project,Yes,Some folders are missing,Yes,Yes,No,No,Yes,Yes,1,Yes,Yes,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,No,No,Implemented correctly,"Multifile Approach, Code Coverage",,"UML Diagrams, Requirements"
15-04-2021 16:18,259106,https://github.com/Sridharrajkn/Ltts_project,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,Empty,Empty,Empty
15-04-2021 16:18,264004,https://github.com/nidhigupta2311/C_Mini_Project_LTTS,Yes,Yes,Yes,Yes,No,No,No,Yes,4,Yes,Yes,Implemented correctly,Need improvement,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,"Coded in proper form , Commented nicely , Function are decleared in proper way.",No.,"Need to imporvement for variable name , some are not identifiable . "
15-04-2021 16:18,260162,https://github.com/SantruptiP/LnT-MiniProject,Yes,Yes,No,Yes,Yes,Yes,No,Yes,3,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Need improvement,No,Implemented correctly,Implemented correctly,"file management add adding,removing, fetching new and availale trucks",,need to make testplan and git hub actions and make use of strcutures.
15-04-2021 16:19,259865,https://github.com/Raghavendra-Handral/Mini-Project-259865-Code-Conversion.git,Yes,Yes,No,Makefile to build on both OS is missing,Needs improvements,No,No,Needs improvements,NA,No,No,No,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,No, ,, 
15-04-2021 16:19,256342,https://github.com/ajithpai07/MiniProject_Template,No,Yes,No,Yes,No,No,No,Yes,4,Yes,Need improvement,Implemented correctly,Implemented correctly,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,It is a simple calculator application but it is not complete,,"the code is from MiniProject Template of StepIn, there is no new code as such and no designs or uml diagrams "
15-04-2021 16:19,265152,https://github.com/tiwarialok/MINI_PROJECT.git,Yes,No,No,No,No,No,No,No,0,No,No,Need improvement,Implemented correctly,No,Implemented correctly,No,No,No,Your project is good and everything is well written in terms of code. But other things should also be taken care.,Your code is ready and now just follow the template that is shared by our mentors.,Follow the template and you will be completed.
15-04-2021 16:20,256711,https://github.com/SwathySubash99/project99,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,it's empty,,it's empty
15-04-2021 16:20,256322,https://github.com/amansurya/256322-MiniProject.git,Yes,Yes,No,No,No,No,No,No,File is empty,No,No,No,No,No,No,No,No,No,All folders are empty,,All folders are empty
15-04-2021 16:20,265434,https://github.com/yasirfaizahmed/Dynamic_Data_Structure_library.git,Yes,Yes,Yes,Makefile to build on both OS is missing,Yes,Yes,Yes,Yes,1,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Need improvement,Implemented correctly,Implemented correctly,Very neatly implemented,,nice
15-04-2021 16:20,265827,https://github.com/MaryParmar/LTTS-miniproject.git,Yes,Some folders are missing,Yes,Yes,Needs improvements,No,Yes,Needs improvements,4,Need improvement,Yes,Implemented correctly,Implemented correctly,Need improvement,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,Overall concept seems innovative,,No major improvement needed as such
15-04-2021 16:20,264910,https://github.com/Ankit-Jain403/MiniProject1.git,Yes,No,No,No,No,Needs improvements,Needs improvements,Needs improvements,code file is not uploaded till now,No,No,No,No,No,No,No,No,No,not available,,not available
15-04-2021 16:20,264047,"	https://github.com/mayankcusat/MiniProject_C.git",Yes,Yes,Yes,Yes,No,No,No,No,0,No,No,No,No,No,No,No,No,No,None,,-
15-04-2021 16:21,256300,https://github.com/adithya2000/25600_MiniProject_StepIn,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,well organized ,,none
15-04-2021 16:21,291395,https://github.com/SriHarshith/291395_LTTS_Project.git,Yes,Some folders are missing,Errors are shown,Errors during compilation,Yes,Yes,Needs improvements,Yes,5,Yes,Need improvement,Implemented correctly,Implemented correctly,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,Need improvement,its a good project,,errors and bugs needs to be taken care of
15-04-2021 16:21,259804,https://github.com/Annappa259804/MiniProject_C.git,Yes,Yes,Yes,Yes,No,No,Yes,Yes,8,No,Yes,No,Need improvement,Implemented correctly,No,No,No,Implemented correctly,Test Plan,-,Requirements and Design are to be done
15-04-2021 16:21,291505,https://github.com/vaibhavraghav26/miniproject.git,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,NA,,need to upload code
15-04-2021 16:21,259106,https://github.com/Sridharrajkn/Ltts_project.git,Yes,Yes,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,NIL,NIL,NIL
15-04-2021 16:22,264725,https://github.com/Diptiman1999/LTTS_MiniProject_C,Yes,Yes,No,Yes,Needs improvements,Needs improvements,No,Yes,0,No,Need improvement,Need improvement,Implemented correctly,No,No,No,No,No,Presentation is good and code quality too,,implementation of testing and code coverage and proper documentation
15-04-2021 16:22,259148,https://github.com/259148/mini_project,Yes,Yes,No,Makefile to build on both OS is missing,Needs improvements,Needs improvements,Needs improvements,Needs improvements,Still In progress ,Yes,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,No,"A very pragmatic approach to a very practical requirement
",,Needs to complete as is still in progress
15-04-2021 16:22,291979,https://github.com/Sameer079/Mini_Project.git,Yes,Yes,No,No,Needs improvements,No,No,No,0,No,No,No,Implemented correctly,No,No,Need improvement,Need improvement,Need improvement,simple code.easy to understand.,try to add the below components before final review.might help with score,"code doesn't have 100 lines of code
add comments
fill the readme files
testing required"
15-04-2021 16:22,264675,https://github.com/TGaanalola/LTTS_Mini_Project.git,Yes,Some folders are missing,No,No,No,No,No,No,-,No,No,No,No,No,No,No,No,No,-,Please push your project files into your GitHub repo as and when you edit them. Use the correct GitHub repo. The repo was reviewed at 4:20 pm on 15.04.2021.,Please update your GitHub repo as and when you implement your project. The repo was reviewed at 4:20 pm on 15.04.2021.
15-04-2021 16:22,259049,https://github.com/259049/MiniProject_StepIn.git,Yes,Yes,Errors are shown,Makefile to build on both OS is missing,Needs improvements,Yes,Needs improvements,Needs improvements,3,No,Errors exist in makefile,No,Implemented correctly,Implemented correctly,No,Need improvement,Implemented correctly,Implemented correctly,Nice alignment and implemntation,,Nice implementation but required some improvement 
15-04-2021 16:22,292020,https://github.com/anagarjnv889/MiniProject_LT292020.git,Yes,Yes,No,No,Yes,Yes,No,Yes,5,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,nicely documented,,nice
15-04-2021 16:22,264004,https://github.com/nidhigupta2311/C_Mini_Project_LTTS,Yes,Yes,Yes,Yes,No,No,No,Yes,4,Yes,Yes,Implemented correctly,Need improvement,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,"coded in proper form,commented nicely, function are declared in proper way",no,"add requirements, uml diagram, yml files , improve variable names"
15-04-2021 16:23,291513,https://github.com/Ravindrababu87/LTTS291513.git,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3,No,Need improvement,Need improvement,Implemented correctly,No,No,No,No,Need improvement,that it enables the clients of a bank to have access to their account without going to the bank.,no,"documentation, test coverage"
15-04-2021 16:23,260194,https://github.com/pavanmulimani200/miniproject_260194.git,Yes,Yes,No,No,No,No,No,No,0,No,No,No,No,No,No,Need improvement,No,No,template of the project,,Needs improvement on all domain
15-04-2021 16:23,260179,https://github.com/anaghabvm/My_Vocabulary.git,Yes,Yes,No,No,No,No,No,No,No test cases written,Need improvement,No,Implemented correctly,Implemented correctly,No,No,No,No,No,None,,Need to implement all the sdlc stages
15-04-2021 16:23,263979,https://github.com/nikhil140a/miniproject_c.git,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0,Yes,No,Implemented correctly,Implemented correctly,Need improvement,No,Implemented correctly,Implemented correctly,No,nice application ,,More clarity can be given
15-04-2021 16:23,259049,https://github.com/259049/MiniProject_StepIn.git,Yes,Yes,Yes,Yes,Yes,Needs improvements,Needs improvements,Yes,12,Yes,Yes,Need improvement,Implemented correctly,No,Need improvement,Need improvement,Implemented correctly,Implemented correctly,I like the way the the Test cases are writing.,,UML and Architecture Design
15-04-2021 16:23,259261,https://github.com/259261/DIGITAL-CLOCK.git,No,No,Errors are shown,No,No,No,No,No,0,Yes,No,No,Implemented correctly,Need improvement,No,No,No,No,NA,,It will be much better if he improved the code much more with different cases like changing date.
15-04-2021 16:23,258301,https://github.com/SajanSethi/ltts-miniproject-258301,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0,No,No,Need improvement,Implemented correctly,No,No,No,No,No,Project Idea and Implementation,,Usage of multi-file approach
15-04-2021 16:24,260017,https://github.com/Prathamesh303/Mini_Project.git,Yes,Yes,Yes,Yes,Yes,Needs improvements,Yes,Yes,4,No,Yes,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,Need improvement,Need improvement,Implemented correctly,unit testing and code coverage,no,template creation
